Record,Date/Time,50,Az(deg),El(deg),TkBB(K),Ch  22.000,Ch  22.234,Ch  22.500,Ch  23.000,Ch  23.034,Ch  23.500,Ch  23.834,Ch  24.000,Ch  24.500,Ch  25.000,Ch  25.500,Ch  26.000,Ch  26.234,Ch  26.500,Ch  27.000,Ch  27.500,Ch  28.000,Ch  28.500,Ch  29.000,Ch  29.500,Ch  30.000
2,04/04/23 00:05:05,51,0.0,19.8,306.98620271085264,138.45656488322206,141.83456488322204,141.56256488322205,137.25556488322204,137.35856488322204,132.28756488322205,125.82756488322205,119.09056488322206,111.54056488322206,102.53956488322206,95.36456488322206,90.57556488322206,86.95356488322206,83.27856488322206,81.24256488322206,84.24656488322206,80.44356488322205,82.39156488322206,79.80856488322206,77.65256488322206,75.26256488322205
3,04/04/23 00:05:22,51,0.0,90.0,306.9698706893798,62.80456220392475,64.80656220392476,65.52056220392475,62.08856220392475,62.20556220392476,60.874562203924754,56.627562203924754,51.71356220392475,48.12856220392476,43.032562203924755,40.77156220392475,38.105562203924755,36.03356220392475,34.63856220392476,34.97356220392476,40.43356220392476,40.374562203924754,41.89656220392475,39.319562203924754,37.49056220392475,33.69256220392476
4,04/04/23 00:05:40,51,0.0,160.2,306.9567747788089,150.31685170561934,154.09485170561933,154.51285170561934,149.42185170561933,148.88285170561932,143.93185170561932,136.69385170561932,129.66485170561933,121.70485170561933,111.28485170561933,104.62585170561933,96.95185170561933,94.07185170561932,90.19485170561933,87.44485170561933,90.98285170561932,167.30585170561932,88.21185170561932,84.89385170561933,82.71685170561933,79.73485170561933
5,04/04/23 00:06:03,51,45.0,19.8,306.9641816854837,136.77284591057165,140.50084591057166,140.39284591057165,135.72284591057164,135.92384591057166,131.15984591057165,124.72084591057165,117.57984591057165,110.85584591057165,102.06084591057164,95.00584591057165,88.84784591057165,86.18884591057164,82.39584591057165,80.50384591057166,84.07484591057165,79.72584591057165,82.89484591057165,79.08384591057165,77.38884591057165,74.09784591057165
6,04/04/23 00:06:21,51,45.0,160.2,306.93969883367635,150.69276854495806,154.59876854495803,154.32276854495805,150.19476854495804,149.82776854495805,144.48976854495805,137.79076854495804,130.61676854495803,122.00676854495805,111.84676854495804,104.62676854495804,97.15676854495804,94.06276854495805,90.13876854495804,87.39476854495804,90.54076854495804,132.44176854495805,87.20376854495804,84.39976854495805,82.13576854495804,79.39576854495805
8,04/04/23 00:06:44,51,90.0,19.8,306.9457465186629,136.88220593966741,139.74020593966742,140.50820593966742,136.4502059396674,136.0512059396674,131.5522059396674,124.36020593966741,117.31620593966741,110.49720593966741,101.48820593966741,94.01920593966742,88.5022059396674,85.18720593966741,81.4072059396674,79.5202059396674,83.14420593966742,79.27420593966741,80.92920593966741,78.71420593966741,75.93620593966742,72.94320593966741
9,04/04/23 00:07:02,51,90.0,160.2,306.94837758405174,149.26544886734965,152.55144886734965,152.86744886734965,148.27144886734965,147.61944886734963,142.83944886734963,135.39344886734963,129.63144886734963,120.26944886734964,109.59544886734963,101.82344886734964,95.06244886734964,92.18944886734964,88.43744886734964,85.28944886734963,88.47044886734963,87.33444886734964,86.18044886734964,82.66444886734963,80.38744886734963,77.87044886734964
11,04/04/23 00:07:24,51,135.0,19.8,306.93758622496705,138.18153091231144,141.54653091231143,142.36953091231143,136.99753091231145,136.86753091231142,132.02453091231143,125.17353091231142,118.83153091231142,111.53753091231142,101.80953091231142,94.58253091231143,89.24453091231142,85.87353091231142,82.19253091231143,79.35953091231143,83.36653091231142,110.17453091231143,81.54453091231142,79.03653091231142,75.87353091231142,73.51553091231142
12,04/04/23 00:07:42,51,135.0,160.2,306.941007628229,147.58006848794105,150.92106848794106,151.38406848794105,146.72206848794104,146.59706848794104,141.46906848794106,134.09806848794105,126.29806848794104,119.75706848794104,109.76606848794106,102.55906848794106,95.98806848794104,92.90406848794106,89.08106848794105,86.80806848794106,90.48906848794104,85.82206848794104,87.84106848794104,84.94306848794105,82.19206848794104,79.37506848794104
15,04/04/23 00:09:36,51,0.0,19.8,306.9521230606858,133.96615317702623,136.44715317702622,136.6051531770262,133.0521531770262,132.8551531770262,128.3671531770262,119.89715317702621,116.43115317702622,107.24215317702622,98.43515317702622,91.18515317702622,85.13615317702622,82.08515317702621,78.71015317702621,76.98015317702622,80.24215317702622,81.10215317702622,78.05915317702622,75.86515317702622,73.54415317702622,70.50315317702622
