Record,Date/Time,50,Az(deg),El(deg),TkBB(K),Ch  22.000,Ch  22.234,Ch  22.500,Ch  23.000,Ch  23.034,Ch  23.500,Ch  23.834,Ch  24.000,Ch  24.500,Ch  25.000,Ch  25.500,Ch  26.000,Ch  26.234,Ch  26.500,Ch  27.000,Ch  27.500,Ch  28.000,Ch  28.500,Ch  29.000,Ch  29.500,Ch  30.000
2,04/04/23 00:05:05,51,0.0,19.8,306.99418780233447,136.34142830602246,139.71942830602245,139.44742830602246,135.14042830602244,135.24342830602245,130.17242830602245,123.71242830602246,116.97542830602247,109.42542830602247,100.42442830602246,93.24942830602247,88.46042830602246,84.83842830602246,81.16342830602247,79.12742830602247,82.13142830602247,78.32842830602246,80.27642830602247,77.69342830602247,75.53742830602246,73.14742830602246
3,04/04/23 00:05:22,51,0.0,90.0,306.96640954789603,59.78847139765763,61.79047139765763,62.50447139765763,59.07247139765763,59.189471397657634,57.85847139765763,53.61147139765763,48.69747139765763,45.112471397657636,40.01647139765763,37.75547139765763,35.08947139765763,33.01747139765763,31.62247139765763,31.95747139765763,37.417471397657636,37.35847139765763,38.88047139765763,36.30347139765763,34.47447139765763,30.67647139765763
4,04/04/23 00:05:40,51,0.0,160.2,306.96295624488744,150.1433770762014,153.9213770762014,154.3393770762014,149.2483770762014,148.70937707620138,143.75837707620138,136.52037707620138,129.4913770762014,121.5313770762014,111.11137707620139,104.45237707620139,96.7783770762014,93.89837707620138,90.02137707620139,87.27137707620139,90.80937707620139,167.13237707620138,88.03837707620139,84.72037707620139,82.5433770762014,79.5613770762014
5,04/04/23 00:06:03,51,45.0,19.8,306.93783357450576,136.97405971281606,140.70205971281607,140.59405971281606,135.92405971281605,136.12505971281607,131.36105971281606,124.92205971281605,117.78105971281605,111.05705971281604,102.26205971281604,95.20705971281605,89.04905971281605,86.39005971281604,82.59705971281605,80.70505971281605,84.27605971281605,79.92705971281605,83.09605971281604,79.28505971281605,77.59005971281604,74.29905971281605
6,04/04/23 00:06:21,51,45.0,160.2,306.9657693442612,150.11769325055334,154.02369325055332,153.74769325055334,149.61969325055333,149.25269325055334,143.91469325055334,137.21569325055333,130.04169325055332,121.43169325055334,111.27169325055333,104.05169325055333,96.58169325055333,93.48769325055333,89.56369325055333,86.81969325055333,89.96569325055333,131.86669325055334,86.62869325055333,83.82469325055334,81.56069325055333,78.82069325055333
8,04/04/23 00:06:44,51,90.0,19.8,306.9363222044873,135.15772608610163,138.01572608610164,138.78372608610164,134.72572608610162,134.32672608610162,129.82772608610162,122.63572608610164,115.59172608610164,108.77272608610164,99.76372608610164,92.29472608610165,86.77772608610164,83.46272608610164,79.68272608610164,77.79572608610164,81.41972608610165,77.54972608610164,79.20472608610164,76.98972608610164,74.21172608610165,71.21872608610164
9,04/04/23 00:07:02,51,90.0,160.2,306.94916775563763,153.7854256310148,157.0714256310148,157.3874256310148,152.7914256310148,152.13942563101477,147.35942563101477,139.91342563101477,134.15142563101477,124.78942563101478,114.11542563101477,106.34342563101478,99.58242563101479,96.70942563101478,92.95742563101479,89.80942563101478,92.99042563101477,91.85442563101478,90.70042563101478,87.18442563101478,84.90742563101477,82.39042563101478
11,04/04/23 00:07:24,51,135.0,19.8,306.9310269747237,139.13186945830583,142.4968694583058,143.31986945830582,137.94786945830583,137.8178694583058,132.97486945830582,126.12386945830582,119.78186945830582,112.48786945830582,102.75986945830581,95.53286945830583,90.19486945830582,86.82386945830582,83.14286945830582,80.30986945830583,84.31686945830582,111.12486945830582,82.49486945830581,79.98686945830582,76.82386945830582,74.46586945830582
12,04/04/23 00:07:42,51,135.0,160.2,306.9341113317326,143.98205122813008,147.32305122813008,147.78605122813008,143.12405122813007,142.99905122813007,137.87105122813009,130.50005122813008,122.70005122813009,116.1590512281301,106.1680512281301,98.9610512281301,92.39005122813009,89.3060512281301,85.4830512281301,83.2100512281301,86.8910512281301,82.2240512281301,84.2430512281301,81.3450512281301,78.5940512281301,75.77705122813009
15,04/04/23 00:09:36,51,0.0,19.8,306.9456273756895,136.23012008717194,138.71112008717193,138.86912008717192,135.31612008717192,135.11912008717192,130.63112008717192,122.16112008717192,118.69512008717193,109.50612008717194,100.69912008717193,93.44912008717193,87.40012008717193,84.34912008717193,80.97412008717193,79.24412008717194,82.50612008717194,83.36612008717194,80.32312008717193,78.12912008717193,75.80812008717193,72.76712008717193
16,04/04/23 00:09:54,51,0.0,90.0,306.95492124739326,59.493164614375075,61.185164614375076,61.15916461437507,59.05516461437507,58.637164614375074,57.79716461437507,52.99516461437507,49.84516461437507,44.93916461437507,40.621164614375076,37.99116461437507,33.460164614375074,31.872164614375073,29.868164614375075,30.845164614375072,36.35416461437507,40.26616461437507,38.085164614375074,36.41916461437507,35.002164614375076,30.405164614375074
17,04/04/23 00:10:11,51,0.0,160.2,306.9586087729685,146.44154049285947,148.6475404928595,149.17454049285948,145.00154049285948,145.5175404928595,139.9285404928595,131.3325404928595,127.43354049285949,117.44554049285948,107.97654049285948,99.88454049285949,92.51554049285949,89.79754049285948,85.49154049285949,83.73554049285949,85.75754049285948,166.79954049285948,84.20854049285948,81.38354049285948,79.75354049285949,76.85154049285948
18,04/04/23 00:10:34,51,45.0,19.8,306.9665173120507,134.74592454313208,137.25192454313208,137.5879245431321,133.6889245431321,133.62992454313206,128.61392454313207,121.45692454313206,117.06792454313207,108.14392454313206,99.60492454313206,91.47392454313206,85.98592454313206,82.39692454313206,79.12392454313206,78.01192454313207,80.20592454313206,82.64392454313206,78.89792454313206,76.79292454313206,75.23292454313206,72.09692454313206
19,04/04/23 00:10:52,51,45.0,160.2,306.9873333391178,147.1714395106844,149.83643951068441,150.0404395106844,146.1354395106844,145.8924395106844,140.9254395106844,132.2694395106844,128.2074395106844,117.2644395106844,107.9684395106844,98.9854395106844,92.3794395106844,89.0084395106844,85.5214395106844,83.3244395106844,84.98143951068441,135.6024395106844,83.0124395106844,80.3924395106844,78.3374395106844,75.3884395106844
21,04/04/23 00:11:15,51,90.0,19.8,306.9789513720694,131.23716433497395,134.52816433497395,134.99916433497395,130.67916433497393,131.10616433497395,126.36416433497392,118.30316433497393,114.96916433497393,105.33616433497393,96.31016433497393,88.27916433497393,82.49916433497393,79.39116433497392,75.85816433497394,74.55716433497393,77.29016433497392,79.31516433497393,76.36016433497393,73.38316433497393,71.65316433497392,68.00216433497393
22,04/04/23 00:11:33,51,90.0,160.2,306.99420541427014,148.72342494151806,151.78842494151806,151.46342494151804,147.98042494151804,147.66242494151805,141.66242494151805,133.76642494151804,131.79242494151805,119.47542494151804,109.21542494151805,101.36642494151805,94.95042494151805,91.42742494151805,87.22742494151805,85.09742494151804,87.40942494151805,91.17042494151805,84.99242494151805,82.82542494151805,80.56042494151805,77.27742494151805
24,04/04/23 00:11:56,51,135.0,19.8,307.0111795915231,135.61433775933114,138.48233775933116,138.57433775933114,134.55433775933116,134.66633775933116,129.95233775933116,122.05833775933115,119.05333775933114,108.17133775933115,99.56733775933115,91.47433775933115,86.00533775933116,82.55133775933115,78.58133775933115,76.81933775933115,79.30933775933114,115.85933775933115,78.32233775933115,75.86933775933115,73.21233775933115,70.55033775933114
25,04/04/23 00:12:14,51,135.0,160.2,307.0018680363549,144.71649466519054,147.41249466519054,147.44649466519056,144.15349466519055,143.92549466519054,138.56849466519054,130.24149466519054,126.33849466519054,116.49649466519054,107.35349466519054,99.48749466519054,93.03149466519055,89.77749466519055,85.09949466519055,83.69249466519054,86.25549466519054,87.50749466519055,84.25449466519055,82.06449466519055,80.20249466519054,77.16949466519054
