time_s/frequency_ghz,22.000000,22.234000,22.500000,23.000000,23.034000,23.500000,23.834000,24.000000,24.500000,25.000000,25.500000,26.000000,26.234000,26.500000,27.000000,27.500000,28.000000,28.500000,29.000000,29.500000,30.000000
0.000000,102.79830795,102.82294362,99.49027466,94.44105056,93.43338493,87.15460748,84.64067900,84.06843528,81.15319484,78.81517032,77.13918117,74.77327253,73.36987670,72.20667511,71.33354568,71.30908742,65.91092077,64.26933499,61.81982627,59.02886388,57.65327618
1.000000,44.50829160,43.65865234,42.89661191,40.39106515,40.94343969,36.91076725,37.20025756,35.11596324,34.96082433,33.09352625,33.77000118,32.49598567,32.26204683,30.46421788,31.05079558,30.46976086,28.18518588,27.86237055,27.25949143,25.98989010,24.62615725
2.000000,111.22158093,111.99812123,109.34619968,101.66374313,102.05865721,93.98109960,93.47398642,92.80812506,89.06473359,85.99600832,82.55276089,81.21964404,79.17615186,78.20855776,76.91790162,77.80876190,72.48389474,68.84429061,66.39591590,64.24351551,62.15062478
3.000000,107.23855074,106.89977310,106.30506825,97.57513461,97.59005372,90.70962004,89.00044667,86.74360858,84.76585016,84.21683725,79.98134169,78.75815036,77.25385178,75.65901025,74.25608369,76.01666388,69.28784651,68.03667190,64.48024123,62.91577061,61.13663354
4.000000,116.71302433,114.94113058,113.12723130,105.35269970,104.34610419,98.96501304,96.09645748,93.34928254,90.58939581,88.27192723,86.60677718,85.34342052,82.61905523,81.73894819,79.72384206,80.27298071,73.46141189,72.17505504,70.55230018,67.47701076,66.41542974
5.000000,106.13045452,105.31769212,103.69418111,96.33880367,96.24224932,89.18493139,85.66688321,86.23632892,83.16841835,81.13485980,79.89664443,75.81997186,75.98579869,74.93068913,73.56095940,74.47755131,67.80467016,65.35305291,64.42201801,62.19197545,60.62877659
6.000000,114.42760896,114.63266692,111.25510972,102.83816309,101.63621153,96.00051076,94.49628300,91.94188016,89.80080923,88.86143031,85.52162261,83.67872099,80.73975466,78.52053515,79.96810933,78.58882918,73.47823949,71.07284696,68.10493260,67.54943606,65.39184565
7.000000,100.95893905,99.95621443,98.22264136,90.44277751,90.50205354,85.10933977,82.20818230,82.37489694,78.43896946,76.78722886,73.40509636,73.03636568,72.20412036,71.01526977,71.51025844,70.68721655,64.11861016,64.27915940,60.01004722,59.20636905,57.28501286
8.000000,108.30083739,109.10273576,106.39357429,99.01599213,97.66674802,93.01886309,88.99704968,87.38317911,86.80573884,83.12858838,81.03839848,79.92537282,78.34012099,76.81071947,76.01431216,75.34717768,70.52133038,68.38940467,66.05869959,63.36183075,59.01029150
9.000000,104.62491246,103.69007024,101.43150521,94.98839133,94.14002856,88.42583785,84.82794019,83.87121090,82.51685072,79.96027647,77.71014694,75.49561332,74.62783480,73.23450583,72.28032940,72.82350198,67.72630292,64.52724642,63.36462590,61.28471835,58.98084692
10.000000,44.65778180,44.93469400,44.43998760,40.16025284,40.68295455,38.30154046,36.77925896,36.39805134,34.72396021,34.02180451,32.77731048,32.43828071,32.04365673,31.57309594,31.73264969,31.57031809,28.89380996,27.94901437,26.83925987,26.61462460,25.78033023
11.000000,113.63095622,112.87418551,110.73844291,103.36509931,100.66596738,95.76652205,93.12269512,91.88724690,90.21277309,87.92567975,84.43850524,81.81544519,79.55201477,78.31206936,78.37949994,78.39278296,71.59945156,69.94247628,68.08810525,66.32146154,63.52768520
12.000000,108.74059219,108.24403104,106.32370051,97.95156650,98.71139991,93.67112890,90.16621976,87.68060377,86.02828774,82.35054435,79.91809998,79.20549477,77.75535421,76.05864509,74.06992823,75.10218265,70.25538893,67.81139263,66.14276336,64.61552267,61.36035808
