Record,Date/Time,50,Az(deg),El(deg),TkBB(K),Ch  22.000,Ch  22.348,Ch  22.696,Ch  23.043,Ch  23.391,Ch  23.739,Ch  24.087,Ch  24.435,Ch  24.783,Ch  25.130,Ch  25.478,Ch  25.826,Ch  26.174,Ch  26.522,Ch  26.870,Ch  27.217,Ch  27.565,Ch  27.913,Ch  28.261,Ch  28.609,Ch  28.957,Ch  29.304,Ch  29.652,Ch  30.000
2,04/04/23 00:05:05,50,0.0,19.8,306.9112748110355,182.27545469918064,182.61465161671023,176.95439406015433,181.1383480171658,171.44021471342265,177.23299464890937,170.61188893761317,174.2725141386416,173.32034201995765,174.56252954880858,163.1240934662396,172.14699378751666,168.717513368025,160.14050970243068,169.0668451751283,170.53334875648167,164.19991695941297,168.6176355586885,165.6787188655413,160.39195567250084,167.0919986161784,161.28369582064494,173.2961112808839,165.16004268342334
3,04/04/23 00:05:23,50,45.0,90.0,306.8994445706595,179.25030499201304,179.9289026864275,179.9880589206451,172.78599357172135,180.398788647016,178.3977230427536,174.15055298618665,177.16532334873506,175.96088988592308,179.7792341063601,168.24909920918702,170.21293536609414,164.72914168617118,171.3540796336817,178.1447174476179,162.28732161611126,174.37369064605505,159.51375894613065,155.73861062154236,164.02993644066098,159.970098508956,165.0548543934846,158.15684785065866,154.80905000081364
4,04/04/23 00:05:41,50,90.0,160.2,306.9133500319377,182.31604888245187,177.6297995626159,184.7279459808734,183.482882094455,181.3923232174202,180.14503632086826,176.38515128250287,180.92073375093605,168.0299810366506,170.70771849314238,170.40817251662625,159.17517830044468,160.6105919819649,164.46013957113223,171.2593166656286,170.38215753160713,163.8666059568695,161.67239616489738,156.68450516837638,175.3562897528576,162.16690572882723,155.20312651891953,157.4999741967486,159.74245456268278
5,04/04/23 00:05:59,50,135.0,19.8,306.909610760657,188.6495032076661,178.6592702302882,176.70387239947513,171.41640295949065,173.4526814643022,181.95553809884396,180.14573859212877,168.7583199097526,184.53976856492284,175.21682557959892,172.57360472053662,171.02353633675767,171.61688949626642,172.5829994425048,167.2303232213085,174.76906495878114,159.60559568177456,168.6986180361134,169.09850048269607,164.03231529656793,161.33167313427467,164.68553309132884,167.12472352836264,157.5337498509301
6,04/04/23 00:06:17,50,0.0,90.0,306.9088264797795,178.4407493895862,171.34934109397443,173.82991781395435,179.9371060800303,180.95013603985927,168.3753433364609,168.39264292357618,184.18972661474507,167.62490761657392,175.2361492652367,168.66553673189358,163.52395136937426,165.3949799280857,164.49087265440335,173.44367283054436,168.63521251845182,164.46975746451227,158.71826852309098,164.8136695407991,168.83614376419646,160.0477307782152,162.18290773905076,163.89053892872573,165.58674940782709
7,04/04/23 00:06:35,50,45.0,160.2,306.9173908259227,179.54939864966735,176.2512971750484,176.47216778170798,189.06366591128923,179.30572719953054,171.6831321478811,173.8301859508607,164.87268791506162,167.69261863134415,170.88789411846233,175.13868092223768,174.5032287872591,163.17403227772922,160.39132510500372,166.50579352582724,177.06058423633402,165.44342210741402,169.50246688962304,164.1479928396064,160.68246217834903,161.78291846924395,164.92147018923663,170.82318528048472,153.1041489104944
8,04/04/23 00:06:53,50,90.0,19.8,306.90432513586495,187.84078539775456,176.77196224802736,182.7826014739454,172.38334404239026,180.57676125062486,178.1720715693044,172.352603460065,173.09883932330058,178.7787539485875,173.23909677274796,165.91096699939158,172.21249515939752,166.27707429030932,160.50266130471485,157.5801856008501,163.03229706383019,152.5472446272489,163.96048563377477,164.3847170725011,163.24803973729803,163.66408583056008,163.12969497453932,163.73392746423875,157.15011208385968
9,04/04/23 00:07:11,50,135.0,90.0,306.93436757786395,184.45086714318742,185.02973941112614,180.5183186109387,175.17350919723512,186.6193975411274,178.8347971650274,172.1296560302065,177.46832300810664,177.6154852281071,172.8505685448101,171.20614389840335,166.34907717448175,164.77117087065525,169.54977040464286,163.3993488993576,161.34694171999624,166.42917568657293,163.95698076402272,166.69942811118776,172.94595754516564,160.8286460412794,174.62932463175997,159.68679826087887,162.4997528727455
10,04/04/23 00:07:29,50,0.0,160.2,306.9335064309951,178.61302020125143,181.80891836137718,176.57246067730838,178.84995330419048,176.25519068134662,179.1878044754999,184.57027202798386,176.2783949478622,177.12446947705652,173.6226856671486,172.86621811557262,168.82584015293835,178.96131769759336,170.95465681344666,159.43251948231864,159.02331262553523,165.8926760016219,169.73258327629148,162.6094198163359,161.30381771155257,169.8478684109677,159.51082264445222,164.78323150177903,168.7880122770979
11,04/04/23 00:07:47,50,45.0,19.8,306.9448277536345,183.08601673705007,170.68845052491528,181.20042324990445,175.24714259636536,173.1262748277676,195.28904788543733,177.18073376957722,171.17276239827817,176.55842232631122,168.68208064332117,174.24975851550096,165.51193151837117,174.34663269517185,164.54728556751127,166.44173605543546,174.80995981569663,169.94120486492648,167.8119243808983,160.82951897906523,172.91372017867013,158.50887566019665,159.4573621788938,166.78629963942612,160.04446521375533
