time_s/frequency_ghz,18.000000,19.125000,20.250000,21.375000,22.500000,23.625000,24.750000,25.875000,27.000000
0.000000,285.08835591,285.80351810,285.09191479,287.11652450,291.23729557,286.57521988,287.03139364,288.51060022,288.61030922
0.500000,285.49814954,286.17383905,286.33142649,286.61411716,291.06614599,286.93360110,287.05001007,288.34673420,289.13202095
1.000000,285.69122639,285.38145187,286.03516884,287.08858957,291.15021831,286.94439411,287.76527995,289.49963157,288.71450408
1.500000,286.50198753,285.59178872,286.47403502,286.41217239,292.00825257,287.53194004,288.13377684,288.42541783,289.48883957
2.000000,285.80194642,286.07967903,286.76344472,287.47319180,291.63229343,287.01428845,287.39039480,289.61405836,289.58827341
2.500000,286.49410079,287.40279288,286.30308551,288.36514543,293.09293379,288.15988935,288.26893098,288.80011662,289.90323709
3.000000,286.09991640,286.53938501,286.66843355,287.47001755,292.38356475,287.31049526,287.58220596,288.77641070,289.14889840
3.500000,285.77790717,286.26108317,287.50387366,287.19807933,292.04240387,287.13568145,288.22475609,288.56716514,289.39295869
4.000000,287.55279687,286.52591799,287.54224434,287.78619491,291.97421266,287.50618650,288.84387340,289.38704508,290.51109070
4.500000,286.32431686,286.92370497,287.35737766,287.85899071,291.59749366,287.61045442,288.28622115,289.19235102,290.23819406
5.000000,287.01519704,286.11990040,286.43822469,287.21705114,292.30815711,288.92689627,288.30503782,289.79199444,289.55768347
5.500000,286.37499598,286.21531976,287.33331798,288.31548599,292.19035274,288.73585639,288.66161677,289.75829994,290.36433186
6.000000,287.15345392,287.70064688,287.07325522,286.94767810,292.49057195,287.92026042,288.64841409,290.61168231,289.72335054
6.500000,287.35873302,287.69021461,287.72190615,288.56106910,292.31311311,287.96927508,289.20862630,290.26732251,290.92573972
7.000000,287.18274492,288.06781801,287.46027912,287.65323270,291.67532639,287.85296426,289.18205101,289.35660999,290.16914603
7.500000,288.09986133,287.78295673,288.45784222,287.74886177,291.54971173,289.09565020,288.24078423,290.12142743,290.53508584
8.000000,286.78148808,288.15717635,288.40569398,288.49980755,292.70002259,288.55601827,288.44184268,290.02952606,290.44676689
